Area swiggy,Restaurant city swiggy,Restaurant,Price swiggy,Ratings swiggy,Total ratings,Food type swiggy,Customer address swiggy,Delivery time swiggy,_c0,restaurant type,Ratings zomato,Total ratings zomato,Price zomato,online_order,table booking,Food type zomato,Area zomato,Address zomato
Pulikeshi Nagar,Bangalore,Cream Stone,400.0,4.3,100,"Ice Cream,Desserts,Beverages",61 Mm Road,45,1605,Dessert Parlor,4.0,78,500.0,Yes,No,"Desserts, Beverages",Brigade Road,Frazer Town
Santacruz East,Mumbai,Baskin Robbins,350.0,4.7,50,"Ice Cream,Desserts",Opposite Mumbai University Main Gate,29,627,Dessert Parlor,2.9,20,250.0,Yes,No,"Ice Cream, Desserts",Malleshwaram,Rajajinagar
3Rd Block Jayanagar,Bangalore,Hari Super Sandwich,100.0,4.0,1000,"Fast Food,Chaat,Snacks,Pizzas,North Indian,Indian",3Rd Block,42,2551,Quick Bites,3.9,13,100.0,Yes,No,"Sandwich, Fast Food",Bannerghatta Road,BTM
Sudhama Nagar,Bangalore,Bombay Kulfi,100.0,3.9,50,"Desserts,Ice Cream",Sudhamnagar,38,905,Dessert Parlor,3.4,33,150.0,Yes,No,"Desserts, Ice Cream",Sarjapur Road,Sarjapur Road
Himayatnagar,Hyderabad,Bombay Kulfis,100.0,4.4,20,Ice Cream,Himayatnagar,29,906,Dessert Parlor,3.3,4,200.0,No,No,Ice Cream,Indiranagar,Indiranagar
Basavanagudi,Bangalore,Chai Mane,100.0,3.7,20,"Fast Food,Snacks,Beverages",Basavanagudi,47,1288,"Beverage Shop, Quick Bites",3.2,6,100.0,No,No,"Beverages, Sandwich",Basavanagudi,Basavanagudi
Jogupalya,Bangalore,Popat,200.0,4.4,100,"Fast Food,North Indian",Doddaiah Layout Halasuru,48,4762,Quick Bites,3.2,41,300.0,Yes,No,North Indian,Brigade Road,Indiranagar
Kachiguda,Hyderabad,Ibaco,800.0,4.2,50,"Ice Cream,Desserts",Barkatpura,28,2868,Dessert Parlor,3.6,39,300.0,Yes,No,Desserts,Malleshwaram,Rajajinagar
Ashok Nagar,Bangalore,Ibaco,800.0,4.7,20,Desserts,Opp. To Brigade Towers,38,2868,Dessert Parlor,3.6,39,300.0,Yes,No,Desserts,Malleshwaram,Rajajinagar
Periyamet,Chennai,Bombay Kulfi,150.0,4.6,100,"Ice Cream,Desserts",Vepery,28,905,Dessert Parlor,3.4,33,150.0,Yes,No,"Desserts, Ice Cream",Sarjapur Road,Sarjapur Road
Koramangala,Bangalore,Sri Krishna Sagar,126.0,4.2,1000,"South Indian,North Indian,Fast Food,Beverages,Jain",6Th Block,53,5768,Casual Dining,3.2,119,400.0,Yes,No,"North Indian, Chinese",Banashankari,Banashankari
Egmore,Chennai,Hotel Aradhana,350.0,4.2,20,"South Indian,Chinese,North Indian",Egmore,34,2654,Quick Bites,3.7,51,300.0,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road
Ashok Nagar,Bangalore,Hari Super Sandwich,100.0,4.0,100,Fast Food,Brigade Road,30,2551,Quick Bites,3.9,13,100.0,Yes,No,"Sandwich, Fast Food",Bannerghatta Road,BTM
Malleshwaram,Bangalore,Malleshwaram Holige Mane,120.0,4.4,100,"Desserts,South Indian,Sweets",Sampige Road,54,3755,Quick Bites,3.5,7,200.0,No,No,South Indian,Malleshwaram,Malleshwaram
Malleshwaram,Bangalore,La Heaven,384.0,4.1,100,"Desserts,Bakery,Beverages",Sampige Road,58,3490,"Bakery, Dessert Parlor",3.8,87,400.0,Yes,No,"Bakery, Desserts",Malleshwaram,Malleshwaram
Bandra East,Mumbai,Baskin Robbins,350.0,4.5,50,Desserts  Ice Cream,Bandra East,34,627,Dessert Parlor,2.9,20,250.0,Yes,No,"Ice Cream, Desserts",Malleshwaram,Rajajinagar
Ellisbridge,Ahmedabad,Treat,350.0,4.5,20,Indian,Ellis Bridge,34,6678,Casual Dining,3.8,60,800.0,Yes,No,"North Indian, Mughlai",Brookefield,Whitefield
T. Nagar,Chennai,Goli Vada Pav No 1,100.0,4.1,100,"Maharashtrian,North Indian,Fast Food,Street Food",Habibullah Road,60,2388,Quick Bites,3.4,7,200.0,Yes,No,Street Food,Electronic City,Electronic City
Sivanchetti Gardens,Bangalore,Sagar Delicacy,300.0,4.3,100,"North Indian,South Indian,Chinese",Ulsoor,51,5167,Casual Dining,3.9,87,500.0,Yes,No,"North Indian, Chinese, Fast Food, Street Food",Brigade Road,Ulsoor
Indiranagar,Bangalore,Srinidhi Sagar,200.0,4.0,50,"South Indian,North Indian,Indian,Chinese,Beverages,Desserts",Hal 2Nd Stage,61,5848,Quick Bites,3.4,83,300.0,No,No,"South Indian, North Indian, Chinese",Rajajinagar,Vijay Nagar
Domlur,Bangalore,Srinidhi Sagar Deluxe,200.0,3.9,100,"South Indian,North Indian,Indian,Chinese,Beverages,Desserts",Domlur,54,5849,Quick Bites,3.6,108,40.0,Yes,No,"South Indian, North Indian, Chinese",Koramangala 4th Block,Domlur
Indiranagar,Bangalore,Srinidhi Sagar Food Line,400.0,2.9,80,"Chinese,South Indian,North Indian",Double Road,55,5850,Quick Bites,3.7,129,40.0,Yes,No,"South Indian, North Indian, Chinese",Brigade Road,Indiranagar
Victoria Layout,Bangalore,Krispy Kreme,170.0,4.7,100,"Desserts,Beverages",Ground Floor Campbell Rd Xavier Layout,33,3430,Dessert Parlor,3.4,10,300.0,Yes,No,"Desserts, Beverages",Koramangala 6th Block,Koramangala 6th Block
Ambawadi,Ahmedabad,Khana Khazana,250.0,3.9,50,"Indian,Chinese",Satellite - Nehrunagar Cross Road,33,3306,Delivery,3.7,22,400.0,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road
Ashok Nagar,Bangalore,Baskin Robbins,400.0,4.4,50,Desserts,Triumph Towers,35,627,Dessert Parlor,2.9,20,250.0,Yes,No,"Ice Cream, Desserts",Malleshwaram,Rajajinagar
Basavanagudi,Bangalore,South Kitchen,150.0,4.5,100,"Fast Food,South Indian",Basavanagudi,53,5641,Quick Bites,4.3,275,100.0,Yes,No,South Indian,Banashankari,Basavanagudi
Maninagar,Ahmedabad,Kota Kachori,300.0,4.2,50,"Fast Food,Desserts,Beverages",Maninagar,36,3414,Quick Bites,4.3,3605,400.0,Yes,No,"Street Food, Desserts, North Indian, Mithai, Rajasthani","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Jayanagar,Bangalore,Rajathadri Food Fort,350.0,4.4,1000,"Chinese,South Indian,North Indian,Desserts,Fast Food",Jayanagar,47,4931,Casual Dining,4.0,465,600.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Banashankari,Jayanagar
Indiranagar,Bangalore,Imli,400.0,3.8,100,"North Indian,Punjabi",Indiranagar,52,2903,Casual Dining,3.8,1837,900.0,Yes,No,"North Indian, Street Food",Indiranagar,Indiranagar
Athwa,Surat,The Belgian Waffle Co.,270.0,4.5,100,"Desserts,Beverages",Ghod Dod Road,38,6221,Dessert Parlor,3.7,15,350.0,Yes,No,"Desserts, Beverages",New BEL Road,Sahakara Nagar
Vijayanagar,Bangalore,Flodeis,400.0,2.9,80,"Continental,Desserts,Beverages,Snacks",3Rd Cross,64,2152,Dessert Parlor,3.4,10,300.0,Yes,No,"Desserts, Ice Cream, Beverages",Rajajinagar,Vijay Nagar
Bhatha,Surat,The Chocolate Room,300.0,4.0,20,"Continental,Italian,Beverages",Helios The Business,52,6291,Cafe,2.8,43,600.0,Yes,No,"Cafe, Beverages",Electronic City,Electronic City
Vip Road,Surat,Pizza Da Dhaba,220.0,2.9,80,"Italian,Fast Food",Vesu,49,4727,Quick Bites,2.9,57,400.0,Yes,No,"Fast Food, Pizza",Bannerghatta Road,Bannerghatta Road
Pashan,Pune,Tea Villa Cafe,800.0,4.3,20,"Continental,Mediterranean,Italian,Desserts,Beverages",Baner,65,6150,"Cafe, Casual Dining",4.2,656,800.0,No,Yes,"Cafe, Continental, Mediterranean, Italian, Desserts",Jayanagar,Jayanagar
Indiranagar,Bangalore,Sri Krishna Sweets,200.0,4.7,50,Sweets,Ground Floor 13 Th Cross Cmh Road,48,5769,Sweet Shop,3.7,22,250.0,Yes,No,Mithai,Jayanagar,Basavanagudi
Shivaji Nagar,Hyderabad,Sri Krishna Sweets,200.0,4.3,50,Sweets,No 1 1 92  R P Road  Secunderabad,57,5769,Sweet Shop,3.7,22,250.0,Yes,No,Mithai,Jayanagar,Basavanagudi
Chembur,Mumbai,Sri Krishna Sweets,200.0,4.4,100,Sweets,Kasi Niketan Govandi Road N.G. Acharya Marg,44,5769,Sweet Shop,3.7,22,250.0,Yes,No,Mithai,Jayanagar,Basavanagudi
New Magdalla,Surat,Kailash Parbat,300.0,3.6,50,"Punjabi,Snacks,Chinese,Beverages",Food Court Vr Mall,65,3159,Food Court,2.6,84,400.0,No,No,North Indian,Brookefield,Whitefield
Vesu,Surat,The Pancake Story,300.0,4.8,20,"Desserts,Beverages",Prime Shoppers Vesu,58,6480,Dessert Parlor,4.6,117,300.0,Yes,No,"Desserts, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
Ganganagar,Bangalore,Vishnu Garden,251.0,4.4,1000,"Chinese,South Indian,North Indian",R.T. Nagar,53,6894,Quick Bites,4.0,163,400.0,Yes,No,South Indian,Malleshwaram,RT Nagar
Andheri East,Mumbai,99 Pancakes,300.0,4.4,50,"Desserts,Beverages",Andheri East,45,76,Dessert Parlor,4.1,41,150.0,Yes,No,"Desserts, Ice Cream",Brigade Road,Church Street
Indiranagar,Bangalore,Burma Burma,1300.0,4.5,100,"Pan-Asian,Burmese",Indiranagar,61,1022,Casual Dining,4.7,1594,1500.0,Yes,No,"Asian, Burmese",Indiranagar,Indiranagar
Santacruz East,Mumbai,The Belgian Waffle Co.,200.0,4.5,100,"Desserts,Beverages",Kalina,37,6221,Dessert Parlor,3.7,15,350.0,Yes,No,"Desserts, Beverages",New BEL Road,Sahakara Nagar
Koyambedu,Chennai,Dosa Corner,150.0,4.1,50,"South Indian,North Indian",Thiruveni Complex,85,1907,Quick Bites,2.8,40,200.0,Yes,No,South Indian,Bellandur,Sarjapur Road
Bidhannagar,Kolkata,Waffle Square,200.0,2.9,80,Desserts,Sector 5,75,6916,"Dessert Parlor, Beverage Shop",3.9,24,300.0,Yes,No,"Desserts, Beverages, Ice Cream",Brookefield,Marathahalli
Maninagar,Ahmedabad,Hungry Birds,400.0,3.5,50,Indian,Near Bank Of Baroda,45,2818,Delivery,3.2,6,300.0,Yes,No,Chinese,Brigade Road,Koramangala 7th Block
Sardar Colony,Ahmedabad,Lazeez,250.0,4.1,100,"Indian,Chinese",Naranpura,39,3543,Casual Dining,2.4,318,600.0,Yes,No,"North Indian, Mughlai, Biryani",HSR,Koramangala 1st Block
Chamrajpet,Bangalore,By 2 Coffee,100.0,4.4,100,South Indian,Chamarajpet,45,1030,Quick Bites,3.7,28,100.0,Yes,No,South Indian,Basavanagudi,Basavanagudi
Athwa,Surat,Sardarji Ka Dhaba,250.0,3.2,20,Punjabi,Bhatar,28,5286,Quick Bites,4.0,750,250.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Hosur Road
New Tippasandra,Bangalore,New Krishna Sagar,100.0,4.1,50,"South Indian,North Indian,Chinese,Snacks",Indiranagar,59,4280,Casual Dining,4.0,51,400.0,Yes,No,"North Indian, Chinese, South Indian, Street Food",Kalyan Nagar,HBR Layout
Khairtabad,Hyderabad,Kamat Hotel,500.0,4.3,1000,"North Indian,South Indian,Fast Food",Secretariat Road,37,3185,Casual Dining,3.6,60,450.0,No,No,"North Indian, South Indian, Chinese",Brigade Road,Shivajinagar
Adajan,Surat,99 Pancakes,500.0,4.5,100,"Desserts,Beverages",Nr Star Bazar,45,76,Dessert Parlor,4.1,41,150.0,Yes,No,"Desserts, Ice Cream",Brigade Road,Church Street
Malleshwaram,Bangalore,Sai Cafe Veg,250.0,4.3,100,South Indian,10Th Cross Rd,54,5181,Quick Bites,3.5,11,250.0,No,No,Fast Food,Malleshwaram,Malleshwaram
Basavanagudi,Bangalore,Roti Ghar,400.0,4.1,1000,"Chinese,South Indian,North Indian,Desserts,Fast Food,Beverages,Mughlai",Gandhi Bazar Main Road,48,5080,Casual Dining,3.9,750,500.0,Yes,No,"North Indian, Chinese, South Indian",Banashankari,Basavanagudi
Pitam Pura,Delhi,Dosa Corner,250.0,4.1,50,"Chinese,South Indian",Nsp,56,1907,Quick Bites,2.8,40,200.0,Yes,No,South Indian,Bellandur,Sarjapur Road
Rohini,Delhi,New Punjabi Dhaba,300.0,3.3,50,North Indian,Rohini,47,4299,Quick Bites,3.9,782,300.0,Yes,No,"North Indian, Chinese",Bellandur,HSR
Shivaji Nagar,Bangalore,Bhartiya Jalpan,270.0,4.3,500,"North Indian,Fast Food,Punjabi,Beverages,Desserts",Commercial Street,40,729,Casual Dining,2.8,40,700.0,No,No,"North Indian, Street Food",Lavelle Road,Commercial Street
Koramangala,Bangalore,Yum In My Tum,200.0,3.9,500,"Chinese,Continental,Beverages,Pizzas,Italian,North Indian,Pastas,Desserts,Tibetan,Healthy Food",Koramangala,54,7042,Quick Bites,4.1,92,300.0,Yes,No,"Chinese, Continental, Fast Food, Healthy Food",Bannerghatta Road,BTM
Jayanagar,Bangalore,Tea Villa Cafe,1000.0,4.2,50,"Chinese,Continental,Desserts,Fast Food,Italian,Mexican,Pan-Asian",Jayanagar,50,6150,"Cafe, Casual Dining",4.2,656,800.0,No,Yes,"Cafe, Continental, Mediterranean, Italian, Desserts",Jayanagar,Jayanagar
Shanti Nagar,Bangalore,The Bangalore Cafe,400.0,4.1,100,"North Indian,Chaat,Chinese,Pizzas,Desserts",4 Kh Road,40,6212,Casual Dining,4.1,473,800.0,No,Yes,"Modern Indian, North Indian, Pizza, Continental, Beverages",Brigade Road,Shanti Nagar
Kachiguda,Hyderabad,Lassi Shop,100.0,3.1,50,"Juices,Ice Cream",Kachiguda,31,3531,Beverage Shop,3.3,10,200.0,Yes,No,"Beverages, Ice Cream",Residency Road,Seshadripuram
Kadugondanahalli,Bangalore,Vijayalakshmi Veg,100.0,4.3,100,"Chinese,South Indian,Fast Food",Nagavara Main Road,56,6868,Quick Bites,2.8,40,200.0,No,No,South Indian,Malleshwaram,Malleshwaram
Cambridge Layout,Bangalore,Sendhoor Coffee,200.0,4.3,1000,"South Indian,Indian,Beverages",Indiranagar,46,5334,Quick Bites,3.9,49,150.0,No,No,"Coffee, Street Food",Indiranagar,Indiranagar
Seshadripuram,Bangalore,Purani Dehli,300.0,3.7,50,"North Indian,Combo,Snacks,Chinese,Sweets,Beverages",Malleshwaram,63,4867,Food Court,2.6,60,600.0,Yes,No,"North Indian, Street Food",Whitefield,Whitefield
Navrangpura,Ahmedabad,Jay Bhavani Vadapav,150.0,3.8,100,"Fast Food,Snacks,Combo,American,Pizzas,Beverages",C G Road,36,3025,Quick Bites,3.4,26,150.0,Yes,No,"Maharashtrian, Street Food",Rajajinagar,Seshadripuram
Katraj,Pune,Chill Out,300.0,4.0,20,"Fast Food,Street Food,Beverages",Bibwewadi,67,1407,Beverage Shop,3.4,9,150.0,No,No,"Beverages, Juices",Indiranagar,Thippasandra
Basavanagudi,Bangalore,Antarastriya,200.0,2.9,80,"Chinese,Tibetan,Mexican,Italian-American",Basavanagudi,53,394,Quick Bites,3.9,461,200.0,Yes,No,"Chinese, Fast Food, Momos",Malleshwaram,Malleshwaram
Gudimalkapur,Hyderabad,Sri Udupi Grand,300.0,4.2,100,South Indian  Chinese  Indian,Mehdipatnam,50,5818,Quick Bites,2.8,40,200.0,No,No,"South Indian, North Indian, Chinese",Brigade Road,Brigade Road
Armane Nagar,Bangalore,Sattvam,1200.0,4.2,100,"Chinese,South Indian,North Indian,Continental,Desserts,Italian",Rajajinagar,52,5300,Casual Dining,4.3,353,1200.0,No,No,"North Indian, South Indian",Bannerghatta Road,JP Nagar
Jayanagar,Bangalore,Patio 805,300.0,3.5,20,"Pan-Asian,Fast Food,Cafe",Jayanagar,53,4658,Casual Dining,4.0,370,1200.0,Yes,Yes,"Thai, Vietnamese, Asian, Chinese",Jayanagar,Jayanagar
T. Nagar,Chennai,Frozen Bottle,250.0,4.2,100,"Beverages,Ice Cream,Desserts",Kodambakkam High Road,69,2279,Beverage Shop,2.8,40,400.0,Yes,No,"Beverages, Desserts",HSR,Sarjapur Road
Chamrajpet,Bangalore,Karnataka Bhel House,100.0,4.4,500,Chaat,Chamrajpet,37,3230,Quick Bites,3.9,65,100.0,No,No,Street Food,Jayanagar,Jayanagar
Piplod,Surat,Baskin Robbins,200.0,2.9,80,"Desserts,Ice Cream",Rahul Raj Mall,39,627,Dessert Parlor,2.9,20,250.0,Yes,No,"Ice Cream, Desserts",Malleshwaram,Rajajinagar
Nampally,Hyderabad,Cream Stone,250.0,4.4,1000,Ice Cream  Desserts  Beverages  Ice Cream Cakes,Nampally,31,1605,Dessert Parlor,4.0,78,500.0,Yes,No,"Desserts, Beverages",Brigade Road,Frazer Town
West Mambalam,Chennai,Lassi Shop,99.0,4.2,500,"Desserts,Ice Cream",Ashok Nagar T. Nagar,67,3531,Beverage Shop,3.3,10,200.0,Yes,No,"Beverages, Ice Cream",Residency Road,Seshadripuram
Shivaji Nagar,Bangalore,Sreeraj Lassi Bar,250.0,4.2,20,"Juices,Desserts",Shivajinagar,35,5724,Beverage Shop,3.9,61,150.0,Yes,No,"Beverages, Desserts",Basavanagudi,Shanti Nagar
Ashok Nagar,Bangalore,Sattuani,200.0,2.9,80,"North Indian,Chinese",Ashok Nagar,36,5299,Quick Bites,3.5,9,250.0,No,No,"Bihari, North Indian, Fast Food",Brigade Road,St. Marks Road
Basavanagudi,Bangalore,Asha Sweets Center,1000.0,4.3,100,Indian,Gandhi Bazar,47,457,"Sweet Shop, Quick Bites",4.1,57,200.0,Yes,No,"Mithai, Street Food",Indiranagar,Indiranagar
Aundh,Pune,Cream Stone,200.0,4.1,50,"Ice Cream,Desserts,Beverages",Aundh,65,1605,Dessert Parlor,4.0,78,500.0,Yes,No,"Desserts, Beverages",Brigade Road,Frazer Town
Andheri East,Mumbai,Smoodies,140.0,4.2,50,"Snacks,Healthy Food,Juices,Beverages,Desserts",Powai,52,5592,Beverage Shop,3.7,22,300.0,Yes,No,Juices,Indiranagar,Old Airport Road
Begumpet,Hyderabad,Bakingo,300.0,4.2,500,Bakery  Desserts  Beverages  Snacks,Secunderabad,57,552,Bakery,3.4,6,500.0,Yes,No,"Bakery, Desserts",Whitefield,Marathahalli
Indiranagar,Bangalore,Habibi Falafel,300.0,4.3,1000,"Arabian,Mediterranean,Lebanese,Fast Food,Middle Eastern",Indiranagar,57,2491,Quick Bites,4.3,219,300.0,Yes,No,"Lebanese, Middle Eastern","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
Shankarapura,Bangalore,The Belgian Waffle Co.,200.0,4.5,100,"Desserts,Beverages",V V Puram,40,6221,Dessert Parlor,3.7,15,350.0,Yes,No,"Desserts, Beverages",New BEL Road,Sahakara Nagar
Ashok Nagar,Bangalore,Chaatimes,150.0,4.4,20,"Chaat,Beverages",Ulsoor,34,1269,Quick Bites,3.4,8,200.0,Yes,No,"Street Food, Fast Food",Bannerghatta Road,Bannerghatta Road
Indiranagar,Bangalore,Halli Mane Rotti,200.0,4.1,50,South Indian,Indiranagar,60,2510,Quick Bites,3.4,8,150.0,No,No,South Indian,Indiranagar,Indiranagar
Shanti Nagar,Bangalore,Adithya Tiffin Centre,200.0,2.9,80,North Indian,Shantinagar,46,146,"Takeaway, Delivery",2.8,40,200.0,No,No,North Indian,Brigade Road,Shanti Nagar
Aundh,Pune,Desi Flavours,200.0,2.9,80,"Fast Food,Desserts,Ice Cream,Beverages",Aundh,71,1807,Quick Bites,3.9,121,400.0,Yes,No,"North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
Chickpet,Bangalore,Lassi Shop,200.0,2.9,80,"Juices,Fast Food",Htm Dargha  Majestic,46,3531,Beverage Shop,3.3,10,200.0,Yes,No,"Beverages, Ice Cream",Residency Road,Seshadripuram
Malleshwaram,Bangalore,Asha Food Camp,250.0,4.5,500,"Indian,Beverages,Biryani,Chinese,Desserts,Ice Cream,Juices,Tandoor,North Indian,Street Food,Chaat,South Indian",Malleshwaram,54,456,Casual Dining,4.0,137,700.0,No,Yes,"Desserts, North Indian, Chinese",Rajajinagar,Rajajinagar
Egmore,Chennai,Sri Krishna Sweets,200.0,4.4,50,"Sweets,Snacks,Street Food",Egmore,35,5769,Sweet Shop,3.7,22,250.0,Yes,No,Mithai,Jayanagar,Basavanagudi
Ashok Nagar,Bangalore,Go Native,600.0,4.2,100,"Healthy Food,Jain,North Indian,South Indian",Central Bangalore,38,2368,"Casual Dining, Cafe",2.8,40,800.0,No,No,"Healthy Food, Cafe, Beverages",HSR,HSR
Vasanth Nagar,Bangalore,The Food Corner,150.0,4.5,20,"Chinese,North Indian",Starbucks Cbd,38,6344,Quick Bites,2.8,40,400.0,Yes,No,"North Indian, Chinese",Frazer Town,RT Nagar
Shanti Nagar,Bangalore,Paratha House,200.0,2.9,80,North Indian,Shantinagar,45,4615,Quick Bites,3.6,33,350.0,Yes,No,"North Indian, Chinese",Electronic City,Electronic City
Chamrajpet,Bangalore,Sri Sai Cafe,150.0,4.3,20,Fast Food,Basavanagudi,52,5800,Quick Bites,3.5,10,200.0,Yes,No,South Indian,Banashankari,Basavanagudi
Teynampet,Chennai,Cream Stone,300.0,4.6,100,"Ice Cream,Desserts,Beverages",Alwarpet,53,1605,Dessert Parlor,4.0,78,500.0,Yes,No,"Desserts, Beverages",Brigade Road,Frazer Town
Gulbai Tekra,Ahmedabad,1441 Pizzeria,400.0,4.3,100,"Italian,Pizzas,Pastas,Fast Food,Desserts,Beverages",Navrangpura,38,13,Casual Dining,4.1,119,800.0,Yes,No,"Pizza, Salad",Basavanagudi,JP Nagar
Jayanagar,Bangalore,Parimala Sweets,200.0,2.9,80,"Snacks,Sweets",Jayanagar,54,4633,Sweet Shop,3.5,14,200.0,No,No,"Mithai, Street Food",Banashankari,Banashankari
Kothrud,Pune,Singh Saab,200.0,4.0,500,"Indian,Snacks,Punjabi,Street Food,Desserts,Beverages",Kothrud,52,5522,Casual Dining,3.7,243,850.0,Yes,No,North Indian,Indiranagar,Indiranagar
Koramangala,Bangalore,Chaat Street,200.0,4.2,100,"Fast Food,Snacks,Chaat,Street Food,Beverages,Combo,North Indian,Indian,Maharashtrian,Rajasthani",Btm,58,1267,Kiosk,3.9,293,250.0,Yes,No,"Street Food, North Indian",Koramangala 5th Block,Koramangala 6th Block
Kachiguda,Hyderabad,Lassi Corner,150.0,4.1,100,"Hyderabadi,Desserts,Fast Food",Barkathpura,28,3520,Beverage Shop,2.8,40,150.0,Yes,No,"Beverages, Desserts",MG Road,Vijay Nagar
Himayatnagar,Hyderabad,The Belgian Waffle Co.,200.0,4.4,500,"Desserts,Beverages",Zee Plaza,39,6221,Dessert Parlor,3.7,15,350.0,Yes,No,"Desserts, Beverages",New BEL Road,Sahakara Nagar
Memnagar,Ahmedabad,Lassi Ghar,100.0,4.1,20,Beverages,Vastrapur,46,3523,Beverage Shop,2.8,40,150.0,Yes,No,"Beverages, Ice Cream, Juices, Sandwich",Bannerghatta Road,Bannerghatta Road
Kilpauk,Chennai,Jalsa,500.0,2.9,80,"Chaat,Beverages",Kilpauk,49,3008,Casual Dining,4.1,775,800.0,Yes,Yes,"North Indian, Mughlai, Chinese",Banashankari,Banashankari
Malleshwaram,Bangalore,New Agarwal Bhavan,150.0,4.2,100,"Bakery,Sweets,Snacks",Malleshwaram,51,4237,"Quick Bites, Sweet Shop",4.1,253,400.0,Yes,No,"North Indian, Chinese, Street Food, Mithai",Malleshwaram,Yeshwantpur
Egmore,Chennai,Delhi Highway,300.0,4.7,100,Indian,Egmore,45,1753,Casual Dining,4.4,3423,1500.0,Yes,Yes,"North Indian, Mughlai",MG Road,Indiranagar
Basavanagudi,Bangalore,Hotel Dwarka,200.0,4.4,1000,South Indian,Basavanagudi,52,2670,Quick Bites,4.2,253,250.0,No,No,South Indian,Banashankari,Basavanagudi
Kankurgachi,Kolkata,Baskin Robbins,250.0,4.4,100,Desserts  Ice Cream,Kankurgachi,37,627,Dessert Parlor,2.9,20,250.0,Yes,No,"Ice Cream, Desserts",Malleshwaram,Rajajinagar
Jayanagar - 3Rd Block,Bangalore,Sri Udupi Food Hub,199.0,4.3,500,"South Indian,North Indian,Indian,Chinese,Fast Food,Combo,Chaat,Ice Cream,Desserts,Beverages",Jayanagar,47,5817,Casual Dining,2.8,40,500.0,No,No,"South Indian, North Indian, Chinese, Beverages",Indiranagar,Domlur
Banjara Hills,Hyderabad,Krispy Kreme,170.0,4.3,100,Desserts  Beverages,G V K  One   Mall,54,3430,Dessert Parlor,3.4,10,300.0,Yes,No,"Desserts, Beverages",Koramangala 6th Block,Koramangala 6th Block
Rohini,Delhi,Natural Ice Cream,150.0,4.4,50,Ice Cream,Sector 8,35,4194,Dessert Parlor,4.1,119,150.0,No,No,"Ice Cream, Desserts",Frazer Town,Frazer Town
Ashok Nagar,Bangalore,Cold Stone Creamery,200.0,4.0,50,"Ice Cream,Desserts,Beverages",Garuda Mall,48,1555,Dessert Parlor,3.9,99,400.0,Yes,No,"Ice Cream, Desserts",Bannerghatta Road,Bannerghatta Road
Jayanagar,Bangalore,Davanagere Benne Dose,120.0,4.1,100,South Indian,4Th Block Jayanagar,49,1713,Quick Bites,3.9,106,150.0,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala",HSR
Malleshwaram,Bangalore,Swathi Restaurant,300.0,4.3,20,Indian,Sheshadripuram,52,5997,Casual Dining,3.8,34,600.0,No,No,"Chinese, North Indian, South Indian",Rajajinagar,Seshadripuram
Bidhannagar,Kolkata,Frozen Bottle,250.0,4.1,20,"Beverages,Ice Cream,Desserts",Sector-2,65,2279,Beverage Shop,2.8,40,400.0,Yes,No,"Beverages, Desserts",HSR,Sarjapur Road
Abids,Hyderabad,Natural Ice Cream,150.0,4.3,100,Ice Cream,Abids,33,4194,Dessert Parlor,4.1,119,150.0,No,No,"Ice Cream, Desserts",Frazer Town,Frazer Town
Santacruz East,Mumbai,Burma Burma,1000.0,4.6,100,"Asian,Burmese",Scruz Bandra East,52,1022,Casual Dining,4.7,1594,1500.0,Yes,No,"Asian, Burmese",Indiranagar,Indiranagar
Rithala Rohini,Delhi,Bakingo,300.0,4.3,500,"Bakery,Desserts,Beverages,Snacks",Rohini,38,552,Bakery,3.4,6,500.0,Yes,No,"Bakery, Desserts",Whitefield,Marathahalli
Rabindra Sarovar,Kolkata,The Spice Factory,250.0,3.4,50,"North Indian,Beverages",Jadavpur,85,6545,Casual Dining,3.1,29,550.0,Yes,No,"North Indian, Mughlai, Chinese",HSR,HSR
Chetpet,Chennai,Kailash Parbat,300.0,4.1,500,"Fast Food,North Indian,Street Food",Chetpet,55,3159,Food Court,2.6,84,400.0,No,No,North Indian,Brookefield,Whitefield
Himayatnagar,Hyderabad,Baskin Robbins,300.0,4.5,100,"Desserts,Ice Cream",Wajihuddin,27,627,Dessert Parlor,2.9,20,250.0,Yes,No,"Ice Cream, Desserts",Malleshwaram,Rajajinagar
Armane Nagar,Bangalore,Kailash Parbat,300.0,4.2,500,"Fast Food,North Indian,Street Food",Sadashivnagar,53,3159,Food Court,2.6,84,400.0,No,No,North Indian,Brookefield,Whitefield
Himayatnagar,Hyderabad,Frozen Bottle,250.0,3.8,100,"Beverages,Ice Cream,Desserts",Rk Saboo Plaza,32,2279,Beverage Shop,2.8,40,400.0,Yes,No,"Beverages, Desserts",HSR,Sarjapur Road
